__label__134	用户 表示 骑手 提前 点击 已 送达 ， 现在 刚到 楼下 ， 用户 要求 赔付 准时 保 金额
__label__132	套餐 的 饮料 没有 送到 ， 要求 处理
__label__2	安抚 耐心 等待
__label__1	至今 没 到   要求 退款 （ 我 跟 商家 说 了 ， 第一次 他们 说餐 已经 发出 去 了 拒绝 了 退款 ， 第二次 他们 让 我 联系 美团 客服 申请 退款
__label__136	用户 咨询 修改 配送 地址 ， 已 安抚 认可
__label__131	恢复 支付宝
__label__135	投诉 商家 骑手 ， 态度 差 。 给 骑手 沟通 我大 早上 平白无故 让 人 一顿 骂   之后 我 打 过去 就 想 让 他 道 个 歉   人家 又 给 我 一顿 骂   之后 挂 我 电话 ， 记录 骑手 情况
__label__2	用户 催单 ， 查看 未 超过 送达 时间 ， 安抚 等待
__label__131	恢复 支付宝
__label__1	询问 订单 为何 取消   安抚   告知
__label__136	咨询 订单 删除
__label__132	少送 腊肠   赔付 3.5   认可
__label__1	用户 在线 反馈 由于 配送 太慢 ， 我 这边 上课 时间 到 了 都 没来 ， 所以 申请 退款 ， 安抚 一个 工作日 电话 回复 王  
__label__133	用户 咨询 如何 开发票 ， 告知 用户 提交 订单 时 可以 填写 ， 用户 未 提出 其他 问题 ， 主动 离开
__label__1	没有 收到 餐品 ， 要求 退款   要求 短信 回复 ， 再次 反馈 结果 ， 安抚 29 充值卡 认可
__label__131	用户 反馈 要求 恢复 支付宝 支付 方式 ， 已 操作 恢复 ， 认可
__label__1	没有 收到 餐品 ， 要求 退款   要求 短信 回复
__label__2	超时 配送 ， 核实 订单 主动 结束 会话
__label__132	个人 感受 不佳   补偿 10 元 充值卡
__label__136	要求 备注 不要 辣 ， 建议 联系 商家 认可
__label__134	告知 不能 分享
__label__1	商家 跟 我 联系 了 说 没有   花生 排骨汤   这个 汤 了   诉求 ： 部分 退款
__label__136	用户 反馈 需要 蛋糕 上面 写 上   宽哥 我 来 了 ， 30 分钟 回复 用户
__label__1	我 中午 在 美团 买 的 田 老师 红烧肉 （ 东单 店 ） 点 的 宫保鸡 丁 + 木须肉 + 饮料 ， 外卖 到 了 少 了 饮料   打电话 不接 ， 后来 接 了 态度 还 不好 ， 说 给 退款 。 到 现在 也 没动静   要求 催促 下 商家
__label__1	咨询 无法 下单 ， 已 安抚 认可
__label__1	投诉 骑手 ， 骑手 送 了 两个 小时 ， 下雨 慢点 也 能 理解 ， 但是 俩 小时 有点 过分 了
__label__132	少 给 了 一个 香芋 派 ， 安抚 补偿 7 元
__label__132	商家 少送 一份 生 煎 用户 要求 补送 ， 回复 蔡静 ( 女士 )  
__label__132	商家 少送 一份 生 煎 用户 要求 补送 ， 回复 蔡静 ( 女士 )  
__label__134	用户 表示 送餐 慢 是 自己 原因 导致 的 ， 准时 保 不用 赔付 了 ， 安抚 用户 自动 赔付
__label__132	菜 里面 有 塑料 丝 ， 要求 退款 ， 已 发送 凭证 到 异物 群
__label__132	用户 发送 图片 告知 有 异物 ， 要求 把 订单 全部 退款 ， 王 ( 先生 )   用户 没有 接到 用户 电话 ， 要求 重新 回复 ， 一 小时 内 回复
__label__132	用户 发送 图片 告知 有 异物 ， 要求 把 订单 全部 退款 ， 四 小时 电话 或 短信 回复 您 王 ( 先生 )  
__label__2	用户 催餐 ， 要求 收餐 ， 辛苦 30 分钟 回复
__label__2	没有 骑手 接单 ， 用户 催促
__label__132	用户 在线 反馈 我们 刚刚 定 的 薯条 是 剩 的 ， 而且 派送 特别 慢 ， 我们 定 了 三个 鸡排 给 我们 放在 一个 袋子 里 吗 ， 我们 三个 人 没法 吃 ， 致歉 安抚 记录 反馈 ， 安抚 10 元 充值卡 ， 认可
__label__132	用户 称   的 酸菜鱼 里面 有 头发   。   无 图片   用称 手机 删 了 ，   四个 小时 之内 电话 或者 短信 会 回复 到 女士
__label__2	用户 催餐 ， 辛苦 催促 ， 30 分钟 电话 / 短信 回复
__label__132	nan
__label__1	昨天 已经 单独 支付 给 棋手 9.5 说 是 退款 棋手 费   接单 太慢 了 ， 我 自己 出去 买 了 ， 超市 不让 我 退款 ， 非要 送   没有 收到   而且 我 让 商家 退钱 给 我 ， 他 要 我 承担 他 给 你们 美团 百分之七 的 服务费   要求 退款
__label__136	没 遇到 ， 就是 要 五点 半 之前 送达   告知 可以 联系 骑手 告知
__label__136	用户 咨询 修改 菜品 信息 ， 安抚 自行 联系 商家 ， 认可
__label__1	用户 要求 退款   询问 退款 原因 断开
__label__131	没有 支付宝 支付 ， 安抚 恢复
__label__1	商品 没有 收到 ， 而且 退款 被 拒绝 ， 现在 外卖 在 骑手 那 ， 不 给 我 送 ， 也 不 给 我 退款
__label__1	定位 错误 ， 用户 表示 其 在 黄骅市 ， 但是 预定 餐品 给 其 预定 到 泊头市 的 了 ，   无法 配送 ， 用户 表示 是 美团 原因 ， 要求 核实 处理 ， 餐品 无法 收取 ， 。 30 分钟 内 回复
__label__132	我要 投诉 绝味 鸭 脖 . 东西 送过来 是 坏 的 .. 都 馊 了 ， 用户 ， 离开 ， 结案
__label__134	用户 反馈 ， 购买 准时 保 ， 超时 收餐 （ 三点 半 之后 了 ） ， 未 得到 补偿 ， 要求 核实 处理
__label__2	咨询 配送 ， 已 答复
__label__2	投诉 这个 商家 每次 催单 回复 都 是 在 路上 了 。 因为 我 每次 点 他们 家 外卖 都 不能 按时 到 ， 每次 都 会 晚 十多分钟 才能 到   诉求 ： 催促 配送 ， 客户 还 没有 收到 餐
__label__132	少送 米饭   安抚
__label__134	用户 表示 订单 超时 半小时 配送 被 取消 没有 赔付 准时 保 ， 辛苦 核实 实际 情况 回复 林 女士  
__label__131	重复 支付 已经 退 了
__label__135	投诉 骑手 服务态度 太 差 ， 态度恶劣   询问 情况   用户 表示 没有 情况   就是 态度 差   要求 给 个 说法
__label__1	商家 接单 后 取消 ， 安抚 5 元 赔付 认可
__label__135	商家 联系 用户 ， 让 用户 删除 差评 ， 安抚 记录 投诉   断开
__label__1	商家 至今 没有 联系 过 退款   要求 退款
__label__136	修改 地址 ， 建议 客户 联系 商家 沟通
__label__2	咨询 中途 送到 ， 结案 关单
__label__132	少送 赠品 可乐   安抚 赔付 5 元   断开   未 赔付 （ 用户 再次 在线 反馈 索要 之前 承诺 充值卡 ， 赔付 认可 。 ）
__label__132	少送 赠品 可乐   安抚 赔付 5 元   断开   未 赔付
__label__131	用户 反馈 要求 恢复 支付宝 支付 方式 ， 已 操作 恢复 ， 用户 无 回应
__label__1	用户 告知 下 不了 单 ， 我司 核实 MIS 风控 ， 告知 建议您 更换 设备 手机号 账号 等 尝试 是否 可以 正常 下单 ， 多次 安抚 不 认可 ， 一 工作日 电话 或 短信 回复 您 陈军洋 ( 先生 )  
__label__1	我 中午 时候 点 的 螃蟹 ， 结果 卖家 要 晚上 六点 才能 送 ， 所以 我 就 申请 了 退款 。   告知 自己 备注 的   不 认可   要求 退款
__label__136	这个 送 餐员 没有 餐箱 。 把 餐 放在 电动车 的 脚踏板 上 。 太 不 卫生 了   安抚 客户 认可 。
__label__132	少送   4 斤 枣子   只有 大概 2 斤 左右   图片 微信群   要求 退款
__label__134	大红包 过期 未 显示   已 安抚 过期 现在 客户端 不 显示 会 反馈   不 认可 要 投诉   咨询 回复 方式 无 回应
__label__135	投诉 商家   薯条 根本 不能 吃 了   已 安抚
__label__136	用户 要求 修改 地址 ， 安抚 联系 骑手 沟通 ， 用户 离开
__label__1	投诉 商家 随便 取消 订单 ， 043788 两个 商家 ， 安抚 记录 认可 。
__label__132	送过来 的 饭菜 已经 损坏 了   餐品 撒 了   安抚
__label__135	投诉 骑手 ， 安抚 未 回应
__label__2	安抚 耐心 等待
__label__135	表示 商家 不 全额 退款 ， 只 退款 了 部分 ， 安抚 中 ， 用户 断开 未 回复 。
__label__1	用户 表示 商家 不 配送 ， 也 拒绝 用户 退款 ， 要求 处理
__label__2	nan
__label__135	投诉 骑手 态度 差 ， 骚扰 ， 图片 异物 群 ， 安抚 不 认可 ， 要求 处理
__label__135	投诉 骑手 态度 差 ， 骚扰 ， 图片 异物 群 ， 安抚 不 认可 ， 要求 处理
__label__2	超时 补偿 5 元
__label__2	用户 催餐 ， 安抚 耐心 等待 认可
__label__132	餐品 有 体毛 之类 的 异物 。 （ 异物 群 ）
__label__132	用户 反馈 猪蹄 上 都 是 猪毛 ， 虾 也 不 新鲜 ， 辛苦 处理 ， 4 小时 内 电话 或者 短信 回复
__label__136	备注   告知 联系 商家 告知
__label__1	网上 直接 订餐 ， 半个 小时 左右 我 接到 电话 ， 让 下楼 取 ， 然后 我 就 说 ， 你 要 不 送 上楼 我 就 申请 退款 ， 他 说 那 你 申请 退款 吧 ， 然后 我 申请 退款 ， 他们 又 拒绝 了 ， 没有 收到 餐品 ， 核实 退款 。
__label__132	红薯 粉糊 了 ， 麻辣烫 没汤 ， 安抚 10 元 充值卡 ， 认可 。
__label__132	打开 盖子 喝 了 一口 汤   一只 虫子 紧接   一根 带 着 发根 的 头发 ， 截图 异物 群 。
__label__2	催单 ， 马上 ， 等 了 一个 小时 了
__label__1	用户 反馈 商家 态度 恶略 ， 送餐 迟到 半个 小时 ， 还 撒谎 说 送 了 没 见到 人 ， 我 一直 在 外边 等 将近 一个 小时   没有 收到 餐   要求 退款   并 投诉 商家
__label__132	要 的 三块 的 百岁 山 送来 的 是 两块 的 农夫山泉 ， 安抚 赔付 5 元 充值卡 。
__label__98	用户 咨询 评价 问题 ， 已 告知 ， 无 回应
__label__132	赠送 的 饮料 没有 送   安抚 3 元 充值卡 认可
__label__2	打电话 问 商家 ， 说 送 出来 了 ， 让 等 ， 然后 就 挂 了 。 催餐 ， 超时 了
__label__1	用户 咨询 该 订单 的 退款 到 账 问题 ， 查询 告知 退款 流水 建议 联系 银行 处理 认可 。
__label__136	用户 在线 反馈 送货 地址 写错 了 ， 是 在 黄埔 东路 782 号
__label__1	用户 反馈 送 餐员出 了 事故 ， 我 的 餐送 不到 了 ， 商家 也 不 给 退款 ， 怎么办 ？ ， 要求 退款 辛苦 跟进 处理
__label__1	咨询 退款 进度 告知 认可
__label__132	有 头发 商家 却 不 同意 退款   诉求 ： 要求 处理 。   （ 图片 已 上传 ）
__label__136	用户 咨询 骑手 电话 ， 告知 是 商家 配送 ， 不 显示 的
__label__131	反馈 一笔 订单 支付 了 两次 ， 告知 没事 了 主动 离开
__label__2	表示 送达 了 ， 安抚 赔付 10 元 充值卡 。 认可 。
__label__136	咨询 在 点评 APP ， 如何 查看 订单 详情
__label__134	告知 已经 关闭 ， 安抚
__label__2	216352   关联 id   骑手 不送餐   ，   ， 他 说 送 不 进来 ， 可是 我 市场 里 有 你们 别的 骑手 在 送餐   。 他 让 用户 出去 拿 ， 用户 出不去 。 要求 配送   催单
__label__2	nan
__label__1	用户 反馈 订 了 两份 ， 商家 只 送 了 一份 ， 用户 拒收 了 ， 联系 商家 询问 原因 ， 商家 态度 冷漠 ， 要求 处理 退款
__label__1	骑手 把 订单 拿错 了 ， 东西 送错 了 ， 白等 一个 小时 ， 用户 离开 ， 结案
__label__2	用户 催促 配送 ， 30 分钟 回复 用户 女士
__label__1	投诉 商家 不送餐   安抚 赔付 5 元 认可
__label__135	咨询 未 回应
__label__132	饭 里面 有 苍蝇   图片 已 上传   商家 说 补送 一份   认可
__label__1	用户 在线 咨询 订单 备注 错 时间 和 电话 ， 要求 修改 配送 时间 ， 承诺 后 订单 退款 ， 用户 无 回应
__label__135	投诉 商家   ， 询问 用户 无 回应 。
__label__135	投诉 无 回应
__label__135	用户 反馈 配送 超时 ， 到 13 点 50 才 到 ， 已 安抚 。
__label__132	用户 反馈 ， 少送 杏仁 腐 （ 商家 说   骑手 不肯 拿   还是 什么 的   ）   ， 且 超时 收餐 ， （ 大概 10.28 ）   我 东西 都 变 难吃 了   基本 要 扔 了   还少 东西 。   基本 都 凉 了   送到   味道 变 了 ， 安抚 补偿 10 元 不 认可 ， 要求 补送 餐品
__label__2	催餐 ， 已经 超时 ，
__label__2	用户 催促 配送 ， 安抚 耐心 等待 ， 认可
__label__2	未 超过 预计 送餐 时间 ， 安抚 客户 耐心 等待 ， 客户 不 认可 ， 要求 尽快 安排 骑手 给 配送 ，   我 联系 商家 ， 你们 安排 30 分钟 后 送餐 ， 尽快 时间 内 送达 可以 吗 ？
__label__135	投诉 商家 回复 用户 评价 ， 态度 差 ， 撒谎 ， 安抚 补偿 10 元 充值卡 ， 不 认可 。
__label__132	用户 反馈 餐品 都 撒 了 ， 要求 处理 ， 图片附件 已经 上传
__label__131	用户 要求 恢复 支付宝 ， 安抚 恢复
__label__132	菜品 吃 到 蟑螂 图群
__label__2	超时   安抚 催餐   断开
__label__2	怎么 查看 催单 结果 ， 主动 结束 会话
__label__132	口水鸡 没有 送 ， 诉求 ： 退款 。
__label__1	外卖 还 没到 ， 电话 也 打 不通 ， 待会 要 去 军训 ， 根本 拿 不到 ， 要求 退款 ， 联系 不到 商家 ， 短信 告知 用户 或者 详细 的 记录 工单 处理结果
__label__1	配送 延迟   申请 退款 加 赔偿
__label__132	鸡排 是 生 的 ， 安抚 4 小时 。 用户 来电 称 自己 未 接到 回访 电话
__label__132	鸡排 是 生 的 ， 安抚 4 小时 。
__label__1	超时 半小时 还 没 送到 餐 这会 已经 超时 40 分钟 了 ， 要求 赔偿 ， 安抚 升级 未 回应
__label__2	超时 40 分钟   补偿 5 元 不 认可   按理说 要 全赔 ， 用户 表示 没 接到 之前 客服 电话 ， 要求 重新 回复
__label__135	用户 反馈   商家 页面 的 地址   和 商家 营业执照 的 地址 不 一致   用户 表示 页面 的 地址   看过 没有 这个 店 ， 是 个 小区 ，   那片 是 和 破 小区   表示 商家 是 黑店   根本 就 没 店面 ， 黑店   执照 和 卫生 不是 一个 地址   用户 不要 回电   要求 在 页面 看到 商家 下线   就 说明 美团 处理   了   如 商家 还 在线   就 说明 美团 没有 处理   不 处理 就 投诉 12315 举报   不要 回电
__label__132	来电 反馈 菜品 有 异物 ， 证明 已 上传 附件 ， 4 小时 内 回复 ， 辛苦 处理
__label__2	超时 催单
__label__1	用户 要求 退款 ， 表示 没收 到 ， 回复 庞似 玉 ( 女士 )  
__label__136	用户 要求 修改 配送 时间 ， 改到 11 : 40 送到 ， 回复 孙宇萌 ( 女士 )  
__label__132	15 元 钱 的 柠檬茶 。 柠檬 一点 味道 没有 ， 百香果 籽 就 飘 着 这么 几颗   安抚 用户 不 认可   截图 异物 群
__label__131	为什么 不能 用 支付宝 支付   恢复
__label__132	用户 反馈 ： 投诉 商家 ， 因餐品 问题 发霉 ， （ 3 个人 吃 的 饭 从 昨天晚上 开始 拉肚子 ， 到 今天上午 ， ） 评价 后 ， 刚刚 有人 打 我 电话 过来 上来 就 骂 我 ， 这个 是 刚刚 打 我 电话 的 人 ， 也 是 骂 我 的 那个 人 ， 要求 核实 处理 （ 餐品 问题 异物 群 ）
__label__132	水果 捞 没 问题   千层 我要 的 是 芒果   给 的 是 榴莲 ， 榴莲 过敏   ，   退款 吧
__label__2	投诉 骑手 ， 围着 我们 县城 从 东到 西转 了 一大 圈 ， 到 现在 还 没有 给 我 送过来 ， 安抚 升级 不 认可 ， 安抚 询问 诉求 ， 未 告知 ， 安抚 致歉
__label__2	催单 ， 2 个 小时 了 没收 到 外卖
__label__2	骑手 提前 点击 送到 ， 安抚 5 元 赔付 认可
__label__132	昨天 我 的 订单 晚送 了 ， 我们 不要 了 ， 商家 拒绝 ， 我 只好 接受 ， 吃饭 时饭 里 有 头发 ， 要求 处理
__label__136	用户 反馈 想 修改 送餐 地址 建议 直接 联系 商家 告知
__label__132	我 买 了 矿泉水 ， 商家 给 了 一瓶 全 冻住 的 水 ， 根本 没 办法 喝 ， 化冻 喝 还 很凉 ， ， 盒子 上 全都 是 油 ， 都 流 出来 了   安抚 赔付 5 元 充值卡 ，
__label__1	商家 超时 未 接单 ， 取消 订单 ， 安抚 客户 选择 其他 商家 下单 ， 客户 未 回应 ， 断开 。
__label__132	商家 少送 一份 米饭 。   沟通 中 客户 表示 算了   以后 让 商家 注意 一点 就 好 了
__label__1	用户 反馈 没有 收到 ， 要求 处理
__label__132	少送 里脊肉 串 （ 两串 ） ， 安抚 补偿 4 元
__label__2	用户 催单 ， 要求 催促
__label__132	少送 油豆腐 ， 安抚 补偿 6 元 充值卡 ， 用户 认可
__label__131	恢复 支付宝 ， 咨询 账号 问题
__label__1	在 开会 没 接到 电话 ， 有 详细 地址 骑手 不送 ， 查询 用户 原因 安抚 不可 退 不 认可 ， 强烈要求 退款 ， 1 个 工作日 回复
__label__1	用户 表示 跟 商家 协商 送 上楼 ， 商家 拒绝 ， 态度 差 ， 最后 用户 未收 餐 ， 要求 退款
__label__135	用户 投诉 骑手 跟 用户 发生 争吵 ， 辱骂 用户 还要 进行 殴打 ， 要求 处理 必须 给出 结果 ， 回复 邵钲杰 ( 先生 )  
__label__135	如果 商家 忙 请 提前 告知 ， 我 可以 另外 选择 ， 这样 造成 的 负面 情绪 谁 都 不 舒服 ， 安抚 客户 耐心 等待 餐品
__label__131	用户 反馈 没有 支付宝 支付 了 安抚 并 恢复
__label__2	催单 ， 未 收到
__label__132	用户 说 菜品 变质 ， 不要 赔偿 ， 要 举报 ， 安抚 反馈 ， 主动 离开
__label__1	昨天 的 订单 未 收到 餐 ， 骑手 没有 送达   要求 退款
__label__2	打电话 好几个 不接 , 快 两个 小时 了 还 没 送到 ， 未 回应
__label__135	产品 等 了 一个 晚上 没 送到   ， 投诉 商家   要求 退款     吴先生
__label__1	用户 称 ： 骑手 找 不到 地方 东西 退回去 了   未 收到 餐   用户 诉求 ; 退款   四个 小时 之内 电话 或者 是 短信 回复 到   王先生
__label__2	用户 催餐 ， 安抚 耐心 等待 认可
__label__1	延迟 配送   未 收到 餐   要求 退款
__label__1	延迟 配送   未 收到 餐   要求 退款
__label__134	为什么 每次 买 超时 险   就 不会 迟到   不买 就 每次 迟到 ， 安抚 用户 告知
__label__2	用户 催餐 ， 要求 收餐 ， 辛苦 30 分钟 回复
__label__134	准时 保   超时 15 分钟 没有 赔付
__label__2	用户 在线 反馈 你 这 派 单太远 了 ， 五公里 外 让 骑手 去取 ， 我 得 什么 时候 能 吃 上 ， 催单 ， 告知 预计 送达 时间 ， 耐心 等待 收餐 ， 认可
__label__132	投诉 商家 菜品 质量 问题 无 回应
__label__131	已 恢复
__label__1	用户 反馈 餐品 订重 了 ， 要求 马上 退款
__label__1	投诉 订单 无 骑手 接单 ， 订单 已 取消 ， 安抚 记录 反馈 ， 认可 结案
__label__132	用户 反馈 商品质量 有 问题 螺臭 ， 蚬 咸 ， 而且 汤里 有 两淡 咁 多 刺 ， 还 插 伤 了 用户 上颚 ， 联系 商家 态度 特别 差 ， 要求 退款
__label__132	菜里 有 虫子 ， 上传 附件 ， 要求 核实 回复 合理 解决方案 ， 4 小时 回复
__label__1	用户 反馈 餐品 没有 熟 ， 表示 评价 里 有 图片 ， 4 个 小时 回复 用户 赵先生
__label__136	追加 评论 告知 建议 联系 商家
__label__135	快递 进 了 小区 找 不到 单元 门 ， 耐心 给 他 说 地址 最好 还 不耐烦 的 骂人 ， 还 威胁 说 再也 不接 这个 小区 的 单 ， 还 骂 脏话 还 扬言 要 把 奶茶 也 扔 了 。 安抚 10 元 充值卡 不 认可 ， 要求 处理 回复 。
__label__132	少送 已 退款   投诉   安抚
__label__135	快递 进 了 小区 找 不到 单元 门 ， 耐心 给 他 说 地址 最好 还 不耐烦 的 骂人 ， 还 威胁 说 再也 不接 这个 小区 的 单 ， 还 骂 脏话 还 扬言 要 把 奶茶 也 扔 了 。 安抚 10 元 充值卡 不 认可 ， 要求 处理 回复 。
__label__2	催 接单
__label__132	用户 在线 咨询 泡面 过期 了 ， 核实 订单 无 回应
